"XML Type","collection","series","subseries","box","folder","item","title","date","size","restricted?","handle","Accession Number","Handwritten or typed?","handwritten or typed controlled","Onionskin?","Column","filename","label","rank","creator","continent","country","region","settlement","umdm pid","umam pid","TEI"
"UMDM","Paul Porter papers","1","","3","4","29","Katherine Anne Porter to Paul Porter Jr., 1955-02-18","1955-02-18","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022323-0001","KAPtoPPJ-1955-02-18-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Provence-Alpes-Côte d'Azur","Cannes","","",""
"UMAM","Paul Porter papers","1","","3","4","29","Katherine Anne Porter to Paul Porter Jr., 1955-02-18","1955-02-18","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022323-0001","KAPtoPPJ-1955-02-18-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Provence-Alpes-Côte d'Azur","Cannes","","",""
"UMAM","Paul Porter papers","1","","3","4","29","Katherine Anne Porter to Paul Porter Jr., 1955-02-18","1955-02-18","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022323-0002","KAPtoPPJ-1955-02-18-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","30","Katherine Anne Porter to Paul Porter Jr., 1955 02-18","1955-02-18","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022431-0001","KAPtoPPJ-1955-02-18-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Provence-Alpes-Côte d'Azur","Cannes","","",""
"UMAM","Paul Porter papers","1","","3","4","30","Katherine Anne Porter to Paul Porter Jr., 1955 02-18","1955-02-18","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022431-0001","KAPtoPPJ-1955-02-18-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Provence-Alpes-Côte d'Azur","Cannes","","",""
"UMAM","Paul Porter papers","1","","3","4","30","Katherine Anne Porter to Paul Porter Jr., 1955 02-18","1955-02-18","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022431-0002","KAPtoPPJ-1955-02-18-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","31","Katherine Anne Porter to Paul Porter Jr., 1955-02-23","1955-02-23","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022430-0002","KAPtoPPJ-1955-02-23-p0002","2","Porter, Katherine Anne, 1890-1980","Atlantic Ocean","","","","","",""
"UMAM","Paul Porter papers","1","","3","4","31","Katherine Anne Porter to Paul Porter Jr., 1955-02-23","1955-02-23","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022430-0002","KAPtoPPJ-1955-02-23-p0002","2","Porter, Katherine Anne, 1890-1980","Atlantic Ocean","","","","","",""
"UMAM","Paul Porter papers","1","","3","4","31","Katherine Anne Porter to Paul Porter Jr., 1955-02-23","1955-02-23","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022430-0001","KAPtoPPJ-1955-02-23-p0001","1","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","32","Katherine Anne Porter to Paul Porter Jr., 1955-10-25","1955-10-25","2","","http://hdl.handle.net/1903.1/1531","82-18","typed","typed","","postcard","litmss-022324-0001","KAPtoPPJ-1955-10-25-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","32","Katherine Anne Porter to Paul Porter Jr., 1955-10-25","1955-10-25","2","","http://hdl.handle.net/1903.1/1531","82-18","typed","typed","","postcard","litmss-022324-0001","KAPtoPPJ-1955-10-25-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","32","Katherine Anne Porter to Paul Porter Jr., 1955-10-25","1955-10-25","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022324-0002","KAPtoPPJ-1955-10-25-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","33","Katherine Anne Porter to Paul Porter Jr., 1955-11-07","1955-11-07","2","","http://hdl.handle.net/1903.1/1531","82-18","typed","typed","","postcard","litmss-022325-0001","KAPtoPPJ-1955-11-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","33","Katherine Anne Porter to Paul Porter Jr., 1955-11-07","1955-11-07","2","","http://hdl.handle.net/1903.1/1531","82-18","typed","typed","","postcard","litmss-022325-0001","KAPtoPPJ-1955-11-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","33","Katherine Anne Porter to Paul Porter Jr., 1955-11-07","1955-11-07","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022325-0002","KAPtoPPJ-1955-11-07-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","34","Katherine Anne Porter to Paul Porter Jr., 1955-11-07","1955-11-07","2","","http://hdl.handle.net/1903.1/1531","82-18","typed","typed","","postcard","litmss-022326-0001","KAPtoPPJ-1955-11-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","34","Katherine Anne Porter to Paul Porter Jr., 1955-11-07","1955-11-07","2","","http://hdl.handle.net/1903.1/1531","82-18","typed","typed","","postcard","litmss-022326-0001","KAPtoPPJ-1955-11-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","34","Katherine Anne Porter to Paul Porter Jr., 1955-11-07","1955-11-07","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022326-0002","KAPtoPPJ-1955-11-07-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","35","Katherine Anne Porter to Paul Porter Jr., 1955-12-12","1955-12-12","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022327-0001","KAPtoPPJ-1955-12-12-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","35","Katherine Anne Porter to Paul Porter Jr., 1955-12-12","1955-12-12","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022327-0001","KAPtoPPJ-1955-12-12-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","35","Katherine Anne Porter to Paul Porter Jr., 1955-12-12","1955-12-12","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022327-0002","KAPtoPPJ-1955-12-12-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","36","Katherine Anne Porter to Paul Porter Jr., 1956-01-12","1956-01-12","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022328-0001","KAPtoPPJ-1956-01-12-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","36","Katherine Anne Porter to Paul Porter Jr., 1956-01-12","1956-01-12","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022328-0001","KAPtoPPJ-1956-01-12-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","36","Katherine Anne Porter to Paul Porter Jr., 1956-01-12","1956-01-12","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022328-0002","KAPtoPPJ-1956-01-12-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","37","Katherine Anne Porter to Paul Porter Jr., 1956-01-21","1956-01-21","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022329-0001","KAPtoPPJ-1956-01-21-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","37","Katherine Anne Porter to Paul Porter Jr., 1956-01-21","1956-01-21","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022329-0001","KAPtoPPJ-1956-01-21-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","37","Katherine Anne Porter to Paul Porter Jr., 1956-01-21","1956-01-21","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022329-0002","KAPtoPPJ-1956-01-21-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","38","Katherine Anne Porter to Paul Porter Jr., 1956-02-15","1956-02-15","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022330-0001","KAPtoPPJ-1956-02-15-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","38","Katherine Anne Porter to Paul Porter Jr., 1956-02-15","1956-02-15","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022330-0001","KAPtoPPJ-1956-02-15-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","38","Katherine Anne Porter to Paul Porter Jr., 1956-02-15","1956-02-15","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022330-0002","KAPtoPPJ-1956-02-15-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","39","Katherine Anne Porter to Paul Porter Jr., 1956-02-25","1956-02-25","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022331-0001","KAPtoPPJ-1956-02-25-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","39","Katherine Anne Porter to Paul Porter Jr., 1956-02-25","1956-02-25","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022331-0001","KAPtoPPJ-1956-02-25-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","39","Katherine Anne Porter to Paul Porter Jr., 1956-02-25","1956-02-25","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022331-0002","KAPtoPPJ-1956-02-25-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","40","Katherine Anne Porter to Paul Porter Jr., 1956-05-05","1956-05-05","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022332-0001","KAPtoPPJ-1956-05-05-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","40","Katherine Anne Porter to Paul Porter Jr., 1956-05-05","1956-05-05","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022332-0001","KAPtoPPJ-1956-05-05-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","40","Katherine Anne Porter to Paul Porter Jr., 1956-05-05","1956-05-05","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022332-0002","KAPtoPPJ-1956-05-05-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","41","Katherine Anne Porter to Paul Porter Jr., 1956-07-02","1956-07-02","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022333-0001","KAPtoPPJ-1956-07-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","41","Katherine Anne Porter to Paul Porter Jr., 1956-07-02","1956-07-02","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022333-0001","KAPtoPPJ-1956-07-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","41","Katherine Anne Porter to Paul Porter Jr., 1956-07-02","1956-07-02","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022333-0002","KAPtoPPJ-1956-07-02-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","42","Katherine Anne Porter to Paul Porter Jr., 1956-07-12","1956-07-12","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022334-0001","KAPtoPPJ-1956-07-12-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","42","Katherine Anne Porter to Paul Porter Jr., 1956-07-12","1956-07-12","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","postcard","litmss-022334-0001","KAPtoPPJ-1956-07-12-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","42","Katherine Anne Porter to Paul Porter Jr., 1956-07-12","1956-07-12","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022334-0002","KAPtoPPJ-1956-07-12-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","43","Katherine Anne Porter to Paul Porter Jr., 1956-09-23","1956-09-23","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022335-0001","KAPtoPPJ-1956-09-23-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","43","Katherine Anne Porter to Paul Porter Jr., 1956-09-23","1956-09-23","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022335-0001","KAPtoPPJ-1956-09-23-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","43","Katherine Anne Porter to Paul Porter Jr., 1956-09-23","1956-09-23","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022335-0002","KAPtoPPJ-1956-09-23-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","44","Katherine Anne Porter to Paul Porter Jr., 1956-10-01","1956-10-01","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022336-0001","KAPtoPPJ-1956-10-01-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","44","Katherine Anne Porter to Paul Porter Jr., 1956-10-01","1956-10-01","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022336-0001","KAPtoPPJ-1956-10-01-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Connecticut","Southbury","","",""
"UMAM","Paul Porter papers","1","","3","4","44","Katherine Anne Porter to Paul Porter Jr., 1956-10-01","1956-10-01","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022336-0002","KAPtoPPJ-1956-10-01-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Paul Porter papers","1","","3","4","45","Katherine Anne Porter to Paul Porter Jr., 1956-10-20","1956-10-20","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022337-0001","KAPtoPPJ-1956-10-20-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","North Carolina","Raleigh","","",""
"UMAM","Paul Porter papers","1","","3","4","45","Katherine Anne Porter to Paul Porter Jr., 1956-10-20","1956-10-20","2","","http://hdl.handle.net/1903.1/1531","82-18","hw","handwritten","","picture postcard","litmss-022337-0001","KAPtoPPJ-1956-10-20-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","North Carolina","Raleigh","","",""
"UMAM","Paul Porter papers","1","","3","4","45","Katherine Anne Porter to Paul Porter Jr., 1956-10-20","1956-10-20","","","http://hdl.handle.net/1903.1/1531","82-18","","","","","litmss-022337-0002","KAPtoPPJ-1956-10-20-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
